2021-10-16,"<a href=""map_help.html"">ヘルプとクレジット</a>でWebP画像を利用。"
2021-10-25,"全山行記録中の写真のファイル形式をJPEGからWebPに変更。"
2021-12-25,"「地図から選択」に群馬300山（横山昭二著『私が登った群馬300山』）を追加。"
2022-01-08,"「地図から選択」と「ルート地図」を OpenLayers v6.10.0 に更新。"
2022-02-09,"「地図から選択」と「ルート地図」を OpenLayers v6.12.0 に更新。"
2022-03-09,"「地図から選択」と「ルート地図」を OpenLayers v6.13.0 に更新。"
2022-05-08,"ヤマレコへのリンクに<a href=""https://www.yamareco.com/modules/diary/67-detail-137662"">短縮URL</a>を利用。"
2022-06-12,"ナビゲーションメニューをページ下部に固定（モバイル対応）。"
2022-06-26,"サイト内全文検索を<a href=""https://github.com/anineco/msearch"">SQLite3版msearch</a>に更新。"
2022-08-30,"「地図から選択」と「ルート地図」を OpenLayers v7.0.0 に更新。<br>地図の閲覧について IE11 のサポートを終了。"
2022-10-12,"サイトを高速化した新サーバへ移行。"
2022-11-28,"全山行記録中の写真のファイル形式を AVIF に変更。未対応ブラウザでは WebP または JPEG を出し分けて表示。"
2022-12-01,"画像の拡大表示のライブラリを <a href=""https://github.com/imgix/luminous"">Luminous</a> に変更。"
2022-12-02,"「地図から選択」にページ内でカテゴリを選択する機能を追加。"
2022-12-04,"「年別山行記録」の各年のページにキャッチアイ画像を導入。"
2022-12-11,"全山行記録中の写真のファイル形式から WebP を削除。MozJPEG より約1割ファイルサイズが大きいため。"
2022-12-22,"「地図から選択」と「ルート地図」を OpenLayers v7.2.1 に更新。"
2022-12-23,"山行記録に構造化データ（JSON-LD）を導入。"
2023-06-11,"「地図から選択」と「ルート地図」を OpenLayers v7.4.0 に更新。"
2023-08-13,"「地図から選択」と「ルート地図」を OpenLayers v7.5.0 に更新。"
2023-11-18,"写真の変換を<a href=""https://www.npmjs.com/package/@squoosh/cli"">@squoosh/cli</a>から<a href=""https://www.npmjs.com/package/sharp-cli"">sharp-cli</a>に変更。"
2023-11-18,"「地図から選択」と「ルート地図」を OpenLayers v8.2.0 に更新。"
2023-12-09,"「地図から選択」に「新うつくしま百名山」を追加。"
2024-01-20,"山行記録の追加を更新履歴に自動的に掲載。"
2024-03-19,"「地図から選択」に「かながわ百名山」を追加。"
2024-03-23,"「地図から選択」に「日本の主な山岳」を追加。"
2024-06-16,"HTML5 の figure, figcaption タグを利用。"
2024-08-25,"「このサイトについて」を追加し、トップページの構成を変更。"
2024-09-06,"トップページにロゴ画像を追加し、構成を変更。"
2024-12-28,"写真を再変換してサイズを削減。天気と温泉の絵文字を変更。"
2025-01-04,"「地図から選択」に「東京百名山」を追加。"
2025-02-03,"フォントに自動カーニングを適用。"
